Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,All_SVI
"Pickens County, Alabama",26,20,0.431818182,0.431818182
"Cheshire County, New Hampshire",26,20,0.431818182,0.431818182
"Fulton County, Indiana",26,20,0.431818182,0.431818182
"Kenton County, Kentucky",26,20,0.431818182,0.431818182
"Charlotte County, Virginia",26,20,0.431818182,0.431818182
"Porter County, Indiana",26,20,0.431818182,0.431818182
"Winn Parish, Louisiana",26,20,0.431818182,0.431818182
"Worth County, Georgia",26,20,0.431818182,0.431818182
"Gasconade County, Missouri",26,20,0.431818182,0.431818182
"Greenup County, Kentucky",26,20,0.431818182,0.431818182
"Love County, Oklahoma",26,20,0.431818182,0.431818182
"Jefferson County, West Virginia",26,20,0.431818182,0.431818182
"Sequatchie County, Tennessee",26,20,0.431818182,0.431818182
"Clay County, Arkansas",26,20,0.431818182,0.431818182
"Elkhart County, Indiana",26,20,0.431818182,0.431818182
"Houston County, Tennessee",26,20,0.431818182,0.431818182
"Pontotoc County, Oklahoma",26,20,0.431818182,0.431818182
"Clinton County, Indiana",26,20,0.431818182,0.431818182
"Madison County, New York",26,20,0.431818182,0.431818182
"Moore County, North Carolina",26,20,0.431818182,0.431818182
"Crisp County, Georgia",26,20,0.431818182,0.431818182
"Giles County, Virginia",26,20,0.431818182,0.431818182
"Campbell County, Kentucky",27,19,0.409090909,0.409090909
"Edgecombe County, North Carolina",27,19,0.409090909,0.409090909
"Greensville County, Virginia",27,19,0.409090909,0.409090909
"Obion County, Tennessee",27,19,0.409090909,0.409090909
"Ware County, Georgia",27,19,0.409090909,0.409090909
"Coffee County, Georgia",27,19,0.409090909,0.409090909
"Warren County, Kentucky",27,19,0.409090909,0.409090909
"Custer County, Oklahoma",27,19,0.409090909,0.409090909
"Oklahoma County, Oklahoma",27,19,0.409090909,0.409090909
"Van Zandt County, Texas",27,19,0.409090909,0.409090909
"Guilford County, North Carolina",27,19,0.409090909,0.409090909
"Greene County, Tennessee",27,19,0.409090909,0.409090909
"Faulkner County, Arkansas",27,19,0.409090909,0.409090909
"York County, Pennsylvania",27,19,0.409090909,0.409090909
"Conway County, Arkansas",27,19,0.409090909,0.409090909
"Cleveland County, Oklahoma",27,19,0.409090909,0.409090909
"Nodaway County, Missouri",27,19,0.409090909,0.409090909
"Nacogdoches County, Texas",27,19,0.409090909,0.409090909
"Bastrop County, Texas",27,19,0.409090909,0.409090909
"New Madrid County, Missouri",27,19,0.409090909,0.409090909
"Orleans County, Vermont",27,19,0.409090909,0.409090909
"Bates County, Missouri",27,19,0.409090909,0.409090909
"Wyandot County, Ohio",27,19,0.409090909,0.409090909
"Lancaster County, Pennsylvania",27,19,0.409090909,0.409090909
"Henderson County, Illinois",27,19,0.409090909,0.409090909
"Wood County, Ohio",27,19,0.409090909,0.409090909
"Bland County, Virginia",27,19,0.409090909,0.409090909
"Franklin County, Tennessee",27,19,0.409090909,0.409090909
"Saline County, Arkansas",27,19,0.409090909,0.409090909
"Kingfisher County, Oklahoma",27,19,0.409090909,0.409090909
"Dearborn County, Indiana",27,19,0.409090909,0.409090909
"Northampton County, Pennsylvania",27,19,0.409090909,0.409090909
"Saline County, Illinois",27,19,0.409090909,0.409090909
"Shelby County, Kentucky",27,19,0.409090909,0.409090909
"Shelby County, Tennessee",27,19,0.409090909,0.409090909
"Camden County, Georgia",27,19,0.409090909,0.409090909
"Lincoln County, Missouri",27,19,0.409090909,0.409090909
"Duval County, Florida",27,19,0.409090909,0.409090909
"Grant County, Kentucky",27,19,0.409090909,0.409090909
"Buckingham County, Virginia",27,19,0.409090909,0.409090909
"Crawford County, Georgia",27,19,0.409090909,0.409090909
"Union County, Indiana",27,19,0.409090909,0.409090909
"Christian County, Missouri",27,19,0.409090909,0.409090909
"Essex County, New York",27,19,0.409090909,0.409090909
"Gilchrist County, Florida",27,19,0.409090909,0.409090909
"Warren County, Indiana",27,19,0.409090909,0.409090909
"Delta County, Texas",27,19,0.409090909,0.409090909
"Cherokee County, Alabama",27,19,0.409090909,0.409090909
"Clark County, Arkansas",27,19,0.409090909,0.409090909
"Franklin County, Georgia",27,19,0.409090909,0.409090909
"Walton County, Florida",27,19,0.409090909,0.409090909
"Hernando County, Florida",27,19,0.409090909,0.409090909
"Kerr County, Texas",27,19,0.409090909,0.409090909
"Webster County, Missouri",27,19,0.409090909,0.409090909
"Okeechobee County, Florida",27,19,0.409090909,0.409090909
"Calhoun County, Texas",27,19,0.409090909,0.409090909
"Gloucester County, Virginia",27,19,0.409090909,0.409090909
"Powell County, Kentucky",27,19,0.409090909,0.409090909
"Randolph County, Missouri",27,19,0.409090909,0.409090909
"Columbia County, Arkansas",27,19,0.409090909,0.409090909
"Lexington County, South Carolina",27,19,0.409090909,0.409090909
"Tuscaloosa County, Alabama",27,19,0.409090909,0.409090909
"Hocking County, Ohio",27,19,0.409090909,0.409090909
"Greene County, Virginia",27,19,0.409090909,0.409090909
"Avery County, North Carolina",27,19,0.409090909,0.409090909
"Carteret County, North Carolina",27,19,0.409090909,0.409090909
"Van Wert County, Ohio",27,19,0.409090909,0.409090909
"Wilkinson County, Georgia",27,19,0.409090909,0.409090909
"Adams County, Ohio",27,19,0.409090909,0.409090909
"Gibson County, Indiana",27,19,0.409090909,0.409090909
"Houston County, Texas",27,19,0.409090909,0.409090909
"Jefferson County, Arkansas",27,19,0.409090909,0.409090909
"Hawkins County, Tennessee",27,19,0.409090909,0.409090909
"Upshur County, West Virginia",28,18,0.386363636,0.386363636
"Rabun County, Georgia",28,18,0.386363636,0.386363636
"Chatham County, Georgia",28,18,0.386363636,0.386363636
"Warren County, Pennsylvania",28,18,0.386363636,0.386363636
"Lawrence County, Alabama",28,18,0.386363636,0.386363636
"Greene County, Georgia",28,18,0.386363636,0.386363636
"Ballard County, Kentucky",28,18,0.386363636,0.386363636
"Sandusky County, Ohio",28,18,0.386363636,0.386363636
"Panola County, Mississippi",28,18,0.386363636,0.386363636
"Jasper County, Texas",28,18,0.386363636,0.386363636
"Freestone County, Texas",28,18,0.386363636,0.386363636
"Mitchell County, North Carolina",28,18,0.386363636,0.386363636
"Mercer County, Kentucky",28,18,0.386363636,0.386363636
"Rockbridge County, Virginia",28,18,0.386363636,0.386363636
"Horry County, South Carolina",28,18,0.386363636,0.386363636
"Allen Parish, Louisiana",28,18,0.386363636,0.386363636
"Bradley County, Arkansas",28,18,0.386363636,0.386363636
"Lehigh County, Pennsylvania",28,18,0.386363636,0.386363636
"Yates County, New York",28,18,0.386363636,0.386363636
"Somerset County, Maine",28,18,0.386363636,0.386363636
"Washington County, Indiana",28,18,0.386363636,0.386363636
"Edwards County, Illinois",28,18,0.386363636,0.386363636
"Whitley County, Indiana",28,18,0.386363636,0.386363636
"Pike County, Pennsylvania",28,18,0.386363636,0.386363636
"Fairfield County, Ohio",28,18,0.386363636,0.386363636
"Cuyahoga County, Ohio",28,18,0.386363636,0.386363636
"Cannon County, Tennessee",28,18,0.386363636,0.386363636
"Ward County, Texas",28,18,0.386363636,0.386363636
"West Baton Rouge Parish, Louisiana",28,18,0.386363636,0.386363636
"Newton County, Georgia",28,18,0.386363636,0.386363636
"Brevard County, Florida",28,18,0.386363636,0.386363636
"Jones County, North Carolina",28,18,0.386363636,0.386363636
"Simpson County, Kentucky",28,18,0.386363636,0.386363636
"Greene County, Missouri",28,18,0.386363636,0.386363636
"Greene County, North Carolina",28,18,0.386363636,0.386363636
"Perquimans County, North Carolina",28,18,0.386363636,0.386363636
"Morgan County, Tennessee",28,18,0.386363636,0.386363636
"East Feliciana Parish, Louisiana",28,18,0.386363636,0.386363636
"Fulton County, Pennsylvania",28,18,0.386363636,0.386363636
"Carter County, Oklahoma",28,18,0.386363636,0.386363636
"Berrien County, Georgia",28,18,0.386363636,0.386363636
"Hopkins County, Texas",28,18,0.386363636,0.386363636
"Harrison County, Missouri",28,18,0.386363636,0.386363636
"Madison County, Kentucky",28,18,0.386363636,0.386363636
"Franklin County, Illinois",28,18,0.386363636,0.386363636
"Posey County, Indiana",28,18,0.386363636,0.386363636
"Floyd County, Virginia",28,18,0.386363636,0.386363636
"Sumner County, Tennessee",28,18,0.386363636,0.386363636
"Alfalfa County, Oklahoma",28,18,0.386363636,0.386363636
"Jersey County, Illinois",28,18,0.386363636,0.386363636
"Knox County, Tennessee",28,18,0.386363636,0.386363636
"Alcorn County, Mississippi",28,18,0.386363636,0.386363636
"Andrew County, Missouri",28,18,0.386363636,0.386363636
"Richmond County, North Carolina",28,18,0.386363636,0.386363636
"Moore County, Tennessee",28,18,0.386363636,0.386363636
"Sampson County, North Carolina",28,18,0.386363636,0.386363636
"Wood County, Texas",28,18,0.386363636,0.386363636
"Bladen County, North Carolina",28,18,0.386363636,0.386363636
"Hopkins County, Kentucky",28,18,0.386363636,0.386363636
"Tipton County, Indiana",28,18,0.386363636,0.386363636
"Banks County, Georgia",28,18,0.386363636,0.386363636
"Duplin County, North Carolina",28,18,0.386363636,0.386363636
"Tazewell County, Illinois",28,18,0.386363636,0.386363636
"Morgan County, Georgia",28,18,0.386363636,0.386363636
"Pointe Coupee Parish, Louisiana",28,18,0.386363636,0.386363636
"Monroe County, Mississippi",28,18,0.386363636,0.386363636
"Bedford County, Virginia",28,18,0.386363636,0.386363636
"Pottawatomie County, Oklahoma",28,18,0.386363636,0.386363636
"Butler County, Missouri",28,18,0.386363636,0.386363636
"Plaquemines Parish, Louisiana",28,18,0.386363636,0.386363636
"Montgomery County, Georgia",29,17,0.363636364,0.363636364
"Nueces County, Texas",29,17,0.363636364,0.363636364
"Amelia County, Virginia",29,17,0.363636364,0.363636364
"Jasper County, Illinois",29,17,0.363636364,0.363636364
"Accomack County, Virginia",29,17,0.363636364,0.363636364
"Boone County, Illinois",29,17,0.363636364,0.363636364
"Colonial Heights city, Virginia",29,17,0.363636364,0.363636364
"Cass County, Illinois",29,17,0.363636364,0.363636364
"Delaware County, Indiana",29,17,0.363636364,0.363636364
"Cleburne County, Alabama",29,17,0.363636364,0.363636364
"Marion County, Ohio",29,17,0.363636364,0.363636364
"Somerset County, Pennsylvania",29,17,0.363636364,0.363636364
"Vernon Parish, Louisiana",29,17,0.363636364,0.363636364
"Hardeman County, Texas",29,17,0.363636364,0.363636364
"Brown County, Texas",29,17,0.363636364,0.363636364
"Nelson County, Virginia",29,17,0.363636364,0.363636364
"Troup County, Georgia",29,17,0.363636364,0.363636364
"Hutchinson County, Texas",29,17,0.363636364,0.363636364
"Surry County, North Carolina",29,17,0.363636364,0.363636364
"Baldwin County, Georgia",29,17,0.363636364,0.363636364
"Hampton city, Virginia",29,17,0.363636364,0.363636364
"Maury County, Tennessee",29,17,0.363636364,0.363636364
"Etowah County, Alabama",29,17,0.363636364,0.363636364
"Acadia Parish, Louisiana",29,17,0.363636364,0.363636364
"Howell County, Missouri",29,17,0.363636364,0.363636364
"Union County, Pennsylvania",29,17,0.363636364,0.363636364
"Ashe County, North Carolina",29,17,0.363636364,0.363636364
"Drew County, Arkansas",29,17,0.363636364,0.363636364
"Henderson County, North Carolina",29,17,0.363636364,0.363636364
"Seneca County, Ohio",29,17,0.363636364,0.363636364
"Miami County, Indiana",29,17,0.363636364,0.363636364
"Peoria County, Illinois",29,17,0.363636364,0.363636364
"Montgomery County, Alabama",29,17,0.363636364,0.363636364
"Henry County, Illinois",29,17,0.363636364,0.363636364
"Carter County, Tennessee",29,17,0.363636364,0.363636364
"Wayne County, Illinois",29,17,0.363636364,0.363636364
"Hale County, Texas",29,17,0.363636364,0.363636364
"Allen County, Kentucky",29,17,0.363636364,0.363636364
"Marion County, Tennessee",29,17,0.363636364,0.363636364
"Hancock County, Illinois",29,17,0.363636364,0.363636364
"Perry County, Indiana",29,17,0.363636364,0.363636364
"Allen County, Indiana",29,17,0.363636364,0.363636364
"Newton County, Indiana",29,17,0.363636364,0.363636364
"Ulster County, New York",29,17,0.363636364,0.363636364
"Carroll County, Georgia",29,17,0.363636364,0.363636364
"Caldwell County, North Carolina",29,17,0.363636364,0.363636364
"Cook County, Georgia",29,17,0.363636364,0.363636364
"Lincoln County, Georgia",29,17,0.363636364,0.363636364
"Cecil County, Maryland",29,17,0.363636364,0.363636364
"Henry County, Ohio",29,17,0.363636364,0.363636364
"Grant Parish, Louisiana",29,17,0.363636364,0.363636364
"Jasper County, Indiana",29,17,0.363636364,0.363636364
"Guernsey County, Ohio",29,17,0.363636364,0.363636364
"Cass County, Indiana",29,17,0.363636364,0.363636364
"Jackson County, Alabama",29,17,0.363636364,0.363636364
"Medina County, Texas",29,17,0.363636364,0.363636364
"Darke County, Ohio",29,17,0.363636364,0.363636364
"Forsyth County, North Carolina",29,17,0.363636364,0.363636364
"Macon County, Tennessee",29,17,0.363636364,0.363636364
"Isle of Wight County, Virginia",29,17,0.363636364,0.363636364
"Pontotoc County, Mississippi",29,17,0.363636364,0.363636364
"Potter County, Texas",29,17,0.363636364,0.363636364
"Roanoke city, Virginia",29,17,0.363636364,0.363636364
"Hall County, Georgia",29,17,0.363636364,0.363636364
"Bartow County, Georgia",29,17,0.363636364,0.363636364
"Washington County, Tennessee",29,17,0.363636364,0.363636364
"Madison County, Virginia",29,17,0.363636364,0.363636364
"Lafayette Parish, Louisiana",29,17,0.363636364,0.363636364
"Staunton city, Virginia",30,16,0.340909091,0.340909091
"Marshall County, Illinois",30,16,0.340909091,0.340909091
"Jackson County, Missouri",30,16,0.340909091,0.340909091
"Hancock County, Mississippi",30,16,0.340909091,0.340909091
"Jones County, Texas",30,16,0.340909091,0.340909091
"Wagoner County, Oklahoma",30,16,0.340909091,0.340909091
"Meigs County, Tennessee",30,16,0.340909091,0.340909091
"Comanche County, Oklahoma",30,16,0.340909091,0.340909091
"Wicomico County, Maryland",30,16,0.340909091,0.340909091
"Richmond County, Georgia",30,16,0.340909091,0.340909091
"Washington County, Virginia",30,16,0.340909091,0.340909091
"Rockdale County, Georgia",30,16,0.340909091,0.340909091
"Jefferson County, Missouri",30,16,0.340909091,0.340909091
"Carroll County, Ohio",30,16,0.340909091,0.340909091
"Laurens County, Georgia",30,16,0.340909091,0.340909091
"Bryan County, Oklahoma",30,16,0.340909091,0.340909091
"Edgar County, Illinois",30,16,0.340909091,0.340909091
"St. Mary Parish, Louisiana",30,16,0.340909091,0.340909091
"Martin County, Indiana",30,16,0.340909091,0.340909091
"Washington County, Pennsylvania",30,16,0.340909091,0.340909091
"Jones County, Mississippi",30,16,0.340909091,0.340909091
"San Patricio County, Texas",30,16,0.340909091,0.340909091
"Gibson County, Tennessee",30,16,0.340909091,0.340909091
"Blackford County, Indiana",30,16,0.340909091,0.340909091
"Taylor County, Texas",30,16,0.340909091,0.340909091
"Little River County, Arkansas",30,16,0.340909091,0.340909091
"Adams County, Pennsylvania",30,16,0.340909091,0.340909091
"Livingston County, New York",30,16,0.340909091,0.340909091
"Winchester city, Virginia",30,16,0.340909091,0.340909091
"Waldo County, Maine",30,16,0.340909091,0.340909091
"Cooke County, Texas",30,16,0.340909091,0.340909091
"DeKalb County, Alabama",30,16,0.340909091,0.340909091
"White County, Tennessee",30,16,0.340909091,0.340909091
"Volusia County, Florida",30,16,0.340909091,0.340909091
"Surry County, Virginia",30,16,0.340909091,0.340909091
"Wabash County, Indiana",30,16,0.340909091,0.340909091
"Wells County, Indiana",30,16,0.340909091,0.340909091
"Mercer County, Illinois",30,16,0.340909091,0.340909091
"Cumberland County, Illinois",30,16,0.340909091,0.340909091
"Alleghany County, Virginia",30,16,0.340909091,0.340909091
"Hart County, Georgia",30,16,0.340909091,0.340909091
"Atchison County, Missouri",30,16,0.340909091,0.340909091
"Franklin County, Indiana",30,16,0.340909091,0.340909091
"Coles County, Illinois",30,16,0.340909091,0.340909091
"Garland County, Arkansas",30,16,0.340909091,0.340909091
"Humphreys County, Tennessee",30,16,0.340909091,0.340909091
"Otsego County, New York",30,16,0.340909091,0.340909091
"Laclede County, Missouri",30,16,0.340909091,0.340909091
"Caldwell County, Texas",30,16,0.340909091,0.340909091
"Lake County, Florida",30,16,0.340909091,0.340909091
"Chester County, Tennessee",30,16,0.340909091,0.340909091
"Preston County, West Virginia",30,16,0.340909091,0.340909091
"Greene County, New York",30,16,0.340909091,0.340909091
"Iroquois County, Illinois",30,16,0.340909091,0.340909091
"Champaign County, Ohio",30,16,0.340909091,0.340909091
"Carroll County, Indiana",30,16,0.340909091,0.340909091
"Douglas County, Illinois",30,16,0.340909091,0.340909091
"Jackson County, Florida",31,15,0.318181818,0.318181818
"Oglethorpe County, Georgia",31,15,0.318181818,0.318181818
"Pulaski County, Arkansas",31,15,0.318181818,0.318181818
"Yancey County, North Carolina",31,15,0.318181818,0.318181818
"Berkeley County, West Virginia",31,15,0.318181818,0.318181818
"Madison County, Illinois",31,15,0.318181818,0.318181818
"Tallapoosa County, Alabama",31,15,0.318181818,0.318181818
"Schoharie County, New York",31,15,0.318181818,0.318181818
"Iberia Parish, Louisiana",31,15,0.318181818,0.318181818
"Spencer County, Indiana",31,15,0.318181818,0.318181818
"St. Tammany Parish, Louisiana",31,15,0.318181818,0.318181818
"Woodward County, Oklahoma",31,15,0.318181818,0.318181818
"Randolph County, West Virginia",31,15,0.318181818,0.318181818
"Clermont County, Ohio",31,15,0.318181818,0.318181818
"Chilton County, Alabama",31,15,0.318181818,0.318181818
"Tipton County, Tennessee",31,15,0.318181818,0.318181818
"Southampton County, Virginia",31,15,0.318181818,0.318181818
"Clinton County, Missouri",31,15,0.318181818,0.318181818
"Franklin County, Maine",31,15,0.318181818,0.318181818
"Lumpkin County, Georgia",31,15,0.318181818,0.318181818
"Morris County, Texas",31,15,0.318181818,0.318181818
"Hinds County, Mississippi",31,15,0.318181818,0.318181818
"Rockingham County, Virginia",31,15,0.318181818,0.318181818
"Dade County, Georgia",31,15,0.318181818,0.318181818
"Vance County, North Carolina",31,15,0.318181818,0.318181818
"Georgetown County, South Carolina",31,15,0.318181818,0.318181818
"Fayette County, Tennessee",31,15,0.318181818,0.318181818
"Boyd County, Kentucky",31,15,0.318181818,0.318181818
"Navarro County, Texas",31,15,0.318181818,0.318181818
"Woodford County, Kentucky",31,15,0.318181818,0.318181818
"Jefferson County, Florida",31,15,0.318181818,0.318181818
"Wilkes County, Georgia",31,15,0.318181818,0.318181818
"Sussex County, Virginia",31,15,0.318181818,0.318181818
"Butler County, Ohio",31,15,0.318181818,0.318181818
"Dauphin County, Pennsylvania",31,15,0.318181818,0.318181818
"Putnam County, West Virginia",31,15,0.318181818,0.318181818
"Lonoke County, Arkansas",31,15,0.318181818,0.318181818
"Smith County, Tennessee",31,15,0.318181818,0.318181818
"Muhlenberg County, Kentucky",31,15,0.318181818,0.318181818
"Perry County, Pennsylvania",31,15,0.318181818,0.318181818
"Bartholomew County, Indiana",31,15,0.318181818,0.318181818
"Washington County, Texas",31,15,0.318181818,0.318181818
"Grimes County, Texas",31,15,0.318181818,0.318181818
"Clark County, Illinois",31,15,0.318181818,0.318181818
"Vermillion County, Indiana",31,15,0.318181818,0.318181818
"Ford County, Illinois",31,15,0.318181818,0.318181818
"Montgomery County, Missouri",31,15,0.318181818,0.318181818
"Clinton County, Pennsylvania",31,15,0.318181818,0.318181818
"Logan County, Ohio",31,15,0.318181818,0.318181818
"Rush County, Indiana",31,15,0.318181818,0.318181818
"Muscogee County, Georgia",31,15,0.318181818,0.318181818
"Florence County, South Carolina",31,15,0.318181818,0.318181818
"Tuscarawas County, Ohio",31,15,0.318181818,0.318181818
"Gates County, North Carolina",31,15,0.318181818,0.318181818
"Mason County, Illinois",31,15,0.318181818,0.318181818
"Sussex County, Delaware",31,15,0.318181818,0.318181818
"Union County, Illinois",31,15,0.318181818,0.318181818
"Cass County, Texas",31,15,0.318181818,0.318181818
"Talladega County, Alabama",31,15,0.318181818,0.318181818
"Stewart County, Tennessee",31,15,0.318181818,0.318181818
"Pasco County, Florida",31,15,0.318181818,0.318181818
"De Witt County, Illinois",31,15,0.318181818,0.318181818
"Craighead County, Arkansas",31,15,0.318181818,0.318181818
"Simpson County, Mississippi",31,15,0.318181818,0.318181818
"Bossier Parish, Louisiana",32,14,0.295454545,0.295454545
"McDowell County, North Carolina",32,14,0.295454545,0.295454545
"Abbeville County, South Carolina",32,14,0.295454545,0.295454545
"Warren County, Illinois",32,14,0.295454545,0.295454545
"Defiance County, Ohio",32,14,0.295454545,0.295454545
"Young County, Texas",32,14,0.295454545,0.295454545
"Polk County, Texas",32,14,0.295454545,0.295454545
"Oneida County, New York",32,14,0.295454545,0.295454545
"Overton County, Tennessee",32,14,0.295454545,0.295454545
"Levy County, Florida",32,14,0.295454545,0.295454545
"Catawba County, North Carolina",32,14,0.295454545,0.295454545
"Osage County, Oklahoma",32,14,0.295454545,0.295454545
"Portsmouth city, Virginia",32,14,0.295454545,0.295454545
"Cameron Parish, Louisiana",32,14,0.295454545,0.295454545
"Genesee County, New York",32,14,0.295454545,0.295454545
"Howard County, Texas",32,14,0.295454545,0.295454545
"Jefferson County, Kentucky",32,14,0.295454545,0.295454545
"Augusta County, Virginia",32,14,0.295454545,0.295454545
"Coshocton County, Ohio",32,14,0.295454545,0.295454545
"Columbus County, North Carolina",32,14,0.295454545,0.295454545
"Caroline County, Virginia",32,14,0.295454545,0.295454545
"Nelson County, Kentucky",32,14,0.295454545,0.295454545
"Beauregard Parish, Louisiana",32,14,0.295454545,0.295454545
"Washington County, Ohio",32,14,0.295454545,0.295454545
"Licking County, Ohio",32,14,0.295454545,0.295454545
"Ohio County, West Virginia",32,14,0.295454545,0.295454545
"Delaware County, New York",32,14,0.295454545,0.295454545
"Tazewell County, Virginia",32,14,0.295454545,0.295454545
"Grady County, Georgia",32,14,0.295454545,0.295454545
"Perry County, Missouri",32,14,0.295454545,0.295454545
"Shelby County, Missouri",32,14,0.295454545,0.295454545
"DeKalb County, Missouri",32,14,0.295454545,0.295454545
"Coffee County, Tennessee",32,14,0.295454545,0.295454545
"Giles County, Tennessee",32,14,0.295454545,0.295454545
"Haywood County, North Carolina",32,14,0.295454545,0.295454545
"Stokes County, North Carolina",32,14,0.295454545,0.295454545
"Crawford County, Ohio",32,14,0.295454545,0.295454545
"Marshall County, West Virginia",32,14,0.295454545,0.295454545
"Rock Island County, Illinois",32,14,0.295454545,0.295454545
"Putnam County, Tennessee",32,14,0.295454545,0.295454545
"Fulton County, Ohio",32,14,0.295454545,0.295454545
"Stark County, Illinois",32,14,0.295454545,0.295454545
"Gordon County, Georgia",32,14,0.295454545,0.295454545
"Morgan County, Indiana",32,14,0.295454545,0.295454545
"Madison County, North Carolina",32,14,0.295454545,0.295454545
"Allegany County, Maryland",32,14,0.295454545,0.295454545
"Nolan County, Texas",32,14,0.295454545,0.295454545
"Beaver County, Pennsylvania",32,14,0.295454545,0.295454545
"Hancock County, Ohio",32,14,0.295454545,0.295454545
"Waynesboro city, Virginia",32,14,0.295454545,0.295454545
"Orange County, Virginia",32,14,0.295454545,0.295454545
"McLennan County, Texas",32,14,0.295454545,0.295454545
"Haralson County, Georgia",32,14,0.295454545,0.295454545
"Union County, Tennessee",32,14,0.295454545,0.295454545
"Bullitt County, Kentucky",32,14,0.295454545,0.295454545
"Crawford County, Missouri",32,14,0.295454545,0.295454545
"Hot Spring County, Arkansas",32,14,0.295454545,0.295454545
"Woods County, Oklahoma",32,14,0.295454545,0.295454545
"White County, Illinois",32,14,0.295454545,0.295454545
"Floyd County, Indiana",32,14,0.295454545,0.295454545
"Ray County, Missouri",32,14,0.295454545,0.295454545
"Clinton County, New York",32,14,0.295454545,0.295454545
"Ralls County, Missouri",32,14,0.295454545,0.295454545
"Richland County, Illinois",32,14,0.295454545,0.295454545
"Scott County, Illinois",32,14,0.295454545,0.295454545
"Miami County, Ohio",32,14,0.295454545,0.295454545
"St. Clair County, Illinois",32,14,0.295454545,0.295454545
"Baker County, Florida",33,13,0.272727273,0.272727273
"Lincoln County, Kentucky",33,13,0.272727273,0.272727273
"Warren County, Missouri",33,13,0.272727273,0.272727273
"Harnett County, North Carolina",33,13,0.272727273,0.272727273
"Shelby County, Illinois",33,13,0.272727273,0.272727273
"Stephens County, Georgia",33,13,0.272727273,0.272727273
"Page County, Virginia",33,13,0.272727273,0.272727273
"Ste. Genevieve County, Missouri",33,13,0.272727273,0.272727273
"Ogle County, Illinois",33,13,0.272727273,0.272727273
"Suwannee County, Florida",33,13,0.272727273,0.272727273
"Parke County, Indiana",33,13,0.272727273,0.272727273
"Lee County, Mississippi",33,13,0.272727273,0.272727273
"Washington County, Maryland",33,13,0.272727273,0.272727273
"Franklin County, Kentucky",33,13,0.272727273,0.272727273
"Putnam County, Indiana",33,13,0.272727273,0.272727273
"Tattnall County, Georgia",33,13,0.272727273,0.272727273
"Covington County, Alabama",33,13,0.272727273,0.272727273
"Meade County, Kentucky",33,13,0.272727273,0.272727273
"Gilmer County, Georgia",33,13,0.272727273,0.272727273
"Lafayette County, Missouri",33,13,0.272727273,0.272727273
"Cape Girardeau County, Missouri",33,13,0.272727273,0.272727273
"Baldwin County, Alabama",33,13,0.272727273,0.272727273
"Robertson County, Tennessee",33,13,0.272727273,0.272727273
"Cambria County, Pennsylvania",33,13,0.272727273,0.272727273
"Jessamine County, Kentucky",33,13,0.272727273,0.272727273
"Polk County, Georgia",33,13,0.272727273,0.272727273
"Madison County, Missouri",33,13,0.272727273,0.272727273
"Wayne County, Pennsylvania",33,13,0.272727273,0.272727273
"Lincoln County, North Carolina",33,13,0.272727273,0.272727273
"Saluda County, South Carolina",33,13,0.272727273,0.272727273
"Loudon County, Tennessee",33,13,0.272727273,0.272727273
"Crawford County, Illinois",33,13,0.272727273,0.272727273
"Upson County, Georgia",33,13,0.272727273,0.272727273
"Clearfield County, Pennsylvania",33,13,0.272727273,0.272727273
"Rogers County, Oklahoma",33,13,0.272727273,0.272727273
"Ohio County, Indiana",33,13,0.272727273,0.272727273
"Jefferson Davis Parish, Louisiana",33,13,0.272727273,0.272727273
"Sullivan County, New Hampshire",33,13,0.272727273,0.272727273
"Tift County, Georgia",33,13,0.272727273,0.272727273
"Wilkes County, North Carolina",33,13,0.272727273,0.272727273
"Washington County, Oklahoma",33,13,0.272727273,0.272727273
"Dorchester County, Maryland",33,13,0.272727273,0.272727273
"Hamilton County, Illinois",33,13,0.272727273,0.272727273
"Kay County, Oklahoma",33,13,0.272727273,0.272727273
"Trumbull County, Ohio",33,13,0.272727273,0.272727273
"Owen County, Indiana",33,13,0.272727273,0.272727273
"Whiteside County, Illinois",34,12,0.25,0.25
"St. John the Baptist Parish, Louisiana",34,12,0.25,0.25
"Clay County, Indiana",34,12,0.25,0.25
"Tioga County, New York",34,12,0.25,0.25
"Pulaski County, Virginia",34,12,0.25,0.25
"Henry County, Kentucky",34,12,0.25,0.25
"Howard County, Indiana",34,12,0.25,0.25
"Logan County, Oklahoma",34,12,0.25,0.25
"Jefferson County, Ohio",34,12,0.25,0.25
"Macon County, Missouri",34,12,0.25,0.25
"Stephens County, Texas",34,12,0.25,0.25
"Tulsa County, Oklahoma",34,12,0.25,0.25
"Christian County, Illinois",34,12,0.25,0.25
"Kent County, Delaware",34,12,0.25,0.25
"Butts County, Georgia",34,12,0.25,0.25
"Cheatham County, Tennessee",34,12,0.25,0.25
"Elmore County, Alabama",34,12,0.25,0.25
"Warren County, Virginia",34,12,0.25,0.25
"Monroe County, Georgia",34,12,0.25,0.25
"Spartanburg County, South Carolina",34,12,0.25,0.25
"Camden County, Missouri",34,12,0.25,0.25
"Potter County, Pennsylvania",34,12,0.25,0.25
"St. Joseph County, Indiana",34,12,0.25,0.25
"Summit County, Ohio",34,12,0.25,0.25
"Rapides Parish, Louisiana",34,12,0.25,0.25
"Carlisle County, Kentucky",34,12,0.25,0.25
"Livingston County, Missouri",34,12,0.25,0.25
