Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,HealthPrep_SVI
"Effingham County, Illinois",42,72,0.633928571,0.633928571
"Piatt County, Illinois",42,72,0.633928571,0.633928571
"Russell County, Virginia",42,72,0.633928571,0.633928571
"Salem city, Virginia",42,72,0.633928571,0.633928571
"Hancock County, Indiana",42,72,0.633928571,0.633928571
"Pike County, Georgia",43,71,0.625,0.625
"Calhoun County, Mississippi",43,71,0.625,0.625
"Tillman County, Oklahoma",43,71,0.625,0.625
"Monroe County, New York",43,71,0.625,0.625
"Hartley County, Texas",43,71,0.625,0.625
"Tishomingo County, Mississippi",43,71,0.625,0.625
"Lampasas County, Texas",43,71,0.625,0.625
"Schenectady County, New York",43,71,0.625,0.625
"Lubbock County, Texas",43,71,0.625,0.625
"Ben Hill County, Georgia",43,71,0.625,0.625
"Henrico County, Virginia",43,71,0.625,0.625
"Androscoggin County, Maine",43,71,0.625,0.625
"Izard County, Arkansas",43,71,0.625,0.625
"St. Bernard Parish, Louisiana",43,71,0.625,0.625
"Perry County, Mississippi",43,71,0.625,0.625
"Meriwether County, Georgia",43,71,0.625,0.625
"Berkeley County, South Carolina",43,71,0.625,0.625
"Coleman County, Texas",43,71,0.625,0.625
"Green County, Kentucky",43,71,0.625,0.625
"Williamsburg County, South Carolina",43,71,0.625,0.625
"Broward County, Florida",43,71,0.625,0.625
"Bandera County, Texas",43,71,0.625,0.625
"Cleburne County, Arkansas",43,71,0.625,0.625
"Texas County, Oklahoma",44,70,0.616071429,0.616071429
"Caledonia County, Vermont",44,70,0.616071429,0.616071429
"Atascosa County, Texas",44,70,0.616071429,0.616071429
"Leake County, Mississippi",44,70,0.616071429,0.616071429
"Franklin County, Massachusetts",44,70,0.616071429,0.616071429
"Pawnee County, Oklahoma",44,70,0.616071429,0.616071429
"Nicholas County, West Virginia",44,70,0.616071429,0.616071429
"Hancock County, Maine",44,70,0.616071429,0.616071429
"Brooke County, West Virginia",44,70,0.616071429,0.616071429
"DeSoto County, Mississippi",44,70,0.616071429,0.616071429
"Fannin County, Georgia",44,70,0.616071429,0.616071429
"Putnam County, Georgia",44,70,0.616071429,0.616071429
"Lowndes County, Georgia",44,70,0.616071429,0.616071429
"Lenoir County, North Carolina",44,70,0.616071429,0.616071429
"McDonough County, Illinois",44,70,0.616071429,0.616071429
"Clinton County, Kentucky",44,70,0.616071429,0.616071429
"Palm Beach County, Florida",44,70,0.616071429,0.616071429
"Iron County, Missouri",44,70,0.616071429,0.616071429
"Coos County, New Hampshire",44,70,0.616071429,0.616071429
"Hardeman County, Tennessee",44,70,0.616071429,0.616071429
"Appling County, Georgia",44,70,0.616071429,0.616071429
"Dawson County, Georgia",44,70,0.616071429,0.616071429
"Washington County, Arkansas",44,70,0.616071429,0.616071429
"Jackson County, Ohio",44,70,0.616071429,0.616071429
"Jefferson County, Georgia",44,70,0.616071429,0.616071429
"Newton County, Arkansas",44,70,0.616071429,0.616071429
"Marion County, Georgia",44,70,0.616071429,0.616071429
"Natchitoches Parish, Louisiana",45,69,0.607142857,0.607142857
"Bennington County, Vermont",45,69,0.607142857,0.607142857
"Clay County, Florida",45,69,0.607142857,0.607142857
"Val Verde County, Texas",45,69,0.607142857,0.607142857
"Putnam County, Ohio",45,69,0.607142857,0.607142857
"Susquehanna County, Pennsylvania",45,69,0.607142857,0.607142857
"Knox County, Maine",45,69,0.607142857,0.607142857
"Fayette County, Indiana",45,69,0.607142857,0.607142857
"Bibb County, Alabama",45,69,0.607142857,0.607142857
"Turner County, Georgia",45,69,0.607142857,0.607142857
"Meigs County, Ohio",45,69,0.607142857,0.607142857
"Covington County, Mississippi",45,69,0.607142857,0.607142857
"Phelps County, Missouri",45,69,0.607142857,0.607142857
"Cass County, Missouri",45,69,0.607142857,0.607142857
"Van Buren County, Tennessee",45,69,0.607142857,0.607142857
"Johnson County, Indiana",45,69,0.607142857,0.607142857
"Parmer County, Texas",45,69,0.607142857,0.607142857
"Charlotte County, Virginia",45,69,0.607142857,0.607142857
"Hampden County, Massachusetts",45,69,0.607142857,0.607142857
"Early County, Georgia",45,69,0.607142857,0.607142857
"Lawrence County, Ohio",45,69,0.607142857,0.607142857
"Philadelphia County, Pennsylvania",45,69,0.607142857,0.607142857
"Cabell County, West Virginia",45,69,0.607142857,0.607142857
"Grafton County, New Hampshire",45,69,0.607142857,0.607142857
"Holt County, Missouri",45,69,0.607142857,0.607142857
"Brooks County, Georgia",46,68,0.598214286,0.598214286
"Botetourt County, Virginia",46,68,0.598214286,0.598214286
"Hertford County, North Carolina",46,68,0.598214286,0.598214286
"Pike County, Kentucky",46,68,0.598214286,0.598214286
"Marion County, Florida",46,68,0.598214286,0.598214286
"Okaloosa County, Florida",46,68,0.598214286,0.598214286
"Christian County, Kentucky",46,68,0.598214286,0.598214286
"Decatur County, Tennessee",46,68,0.598214286,0.598214286
"Fentress County, Tennessee",46,68,0.598214286,0.598214286
"Mason County, West Virginia",46,68,0.598214286,0.598214286
"Prairie County, Arkansas",46,68,0.598214286,0.598214286
"Crockett County, Tennessee",46,68,0.598214286,0.598214286
"Frederick County, Virginia",46,68,0.598214286,0.598214286
"McNairy County, Tennessee",46,68,0.598214286,0.598214286
"Roanoke County, Virginia",46,68,0.598214286,0.598214286
"Santa Rosa County, Florida",46,68,0.598214286,0.598214286
"Cross County, Arkansas",46,68,0.598214286,0.598214286
"Brown County, Illinois",46,68,0.598214286,0.598214286
"Fayette County, Texas",46,68,0.598214286,0.598214286
"Baltimore County, Maryland",46,68,0.598214286,0.598214286
"Greer County, Oklahoma",46,68,0.598214286,0.598214286
"Washington County, Illinois",46,68,0.598214286,0.598214286
"Custer County, Oklahoma",46,68,0.598214286,0.598214286
"Dorchester County, South Carolina",46,68,0.598214286,0.598214286
"Warren County, New York",46,68,0.598214286,0.598214286
"Menard County, Illinois",46,68,0.598214286,0.598214286
"Pike County, Alabama",46,68,0.598214286,0.598214286
"Forrest County, Mississippi",46,68,0.598214286,0.598214286
"Noble County, Oklahoma",46,68,0.598214286,0.598214286
"Hardin County, Illinois",46,68,0.598214286,0.598214286
"Cheshire County, New Hampshire",46,68,0.598214286,0.598214286
"Hart County, Kentucky",47,67,0.589285714,0.589285714
"Nodaway County, Missouri",47,67,0.589285714,0.589285714
"Westmoreland County, Virginia",47,67,0.589285714,0.589285714
"Gillespie County, Texas",47,67,0.589285714,0.589285714
"Randolph County, Alabama",47,67,0.589285714,0.589285714
"Gadsden County, Florida",47,67,0.589285714,0.589285714
"Marion County, Kentucky",47,67,0.589285714,0.589285714
"Winston County, Mississippi",47,67,0.589285714,0.589285714
"Grant County, Oklahoma",47,67,0.589285714,0.589285714
"Rhea County, Tennessee",47,67,0.589285714,0.589285714
"Mitchell County, Texas",47,67,0.589285714,0.589285714
"Lee County, Florida",47,67,0.589285714,0.589285714
"Erie County, New York",47,67,0.589285714,0.589285714
"Douglas County, Georgia",47,67,0.589285714,0.589285714
"Cortland County, New York",47,67,0.589285714,0.589285714
"Ontario County, New York",47,67,0.589285714,0.589285714
"Ottawa County, Ohio",47,67,0.589285714,0.589285714
"New Castle County, Delaware",47,67,0.589285714,0.589285714
"Kemper County, Mississippi",47,67,0.589285714,0.589285714
"Warren County, Kentucky",47,67,0.589285714,0.589285714
"Monroe County, West Virginia",48,66,0.580357143,0.580357143
"Liberty County, Texas",48,66,0.580357143,0.580357143
"Breckinridge County, Kentucky",48,66,0.580357143,0.580357143
"Clay County, Mississippi",48,66,0.580357143,0.580357143
"Allegheny County, Pennsylvania",48,66,0.580357143,0.580357143
"Putnam County, Missouri",48,66,0.580357143,0.580357143
"Hillsborough County, Florida",48,66,0.580357143,0.580357143
"Dent County, Missouri",48,66,0.580357143,0.580357143
"Blanco County, Texas",48,66,0.580357143,0.580357143
"Belknap County, New Hampshire",48,66,0.580357143,0.580357143
"Westmoreland County, Pennsylvania",48,66,0.580357143,0.580357143
"Suffolk city, Virginia",48,66,0.580357143,0.580357143
"Ripley County, Missouri",48,66,0.580357143,0.580357143
"Brantley County, Georgia",48,66,0.580357143,0.580357143
"Kennebec County, Maine",48,66,0.580357143,0.580357143
"Woodford County, Illinois",48,66,0.580357143,0.580357143
"Fayette County, Alabama",48,66,0.580357143,0.580357143
"Manatee County, Florida",48,66,0.580357143,0.580357143
"Hancock County, West Virginia",48,66,0.580357143,0.580357143
"Lunenburg County, Virginia",48,66,0.580357143,0.580357143
"Scioto County, Ohio",48,66,0.580357143,0.580357143
"Carson County, Texas",48,66,0.580357143,0.580357143
"Cedar County, Missouri",48,66,0.580357143,0.580357143
"Osage County, Missouri",48,66,0.580357143,0.580357143
"Faulkner County, Arkansas",48,66,0.580357143,0.580357143
"Terry County, Texas",48,66,0.580357143,0.580357143
"Grenada County, Mississippi",49,65,0.571428571,0.571428571
"Henderson County, Illinois",49,65,0.571428571,0.571428571
"Wood County, Ohio",49,65,0.571428571,0.571428571
"Hamilton County, Texas",49,65,0.571428571,0.571428571
"Liberty County, Florida",49,65,0.571428571,0.571428571
"Lamb County, Texas",49,65,0.571428571,0.571428571
"Wise County, Virginia",49,65,0.571428571,0.571428571
"Columbia County, New York",49,65,0.571428571,0.571428571
"Henry County, Alabama",49,65,0.571428571,0.571428571
"East Baton Rouge Parish, Louisiana",49,65,0.571428571,0.571428571
"Pittsylvania County, Virginia",49,65,0.571428571,0.571428571
"Brown County, Indiana",49,65,0.571428571,0.571428571
"Sequatchie County, Tennessee",49,65,0.571428571,0.571428571
"Franklin city, Virginia",49,65,0.571428571,0.571428571
"Clinton County, Illinois",49,65,0.571428571,0.571428571
"Putnam County, Illinois",49,65,0.571428571,0.571428571
"Hardy County, West Virginia",49,65,0.571428571,0.571428571
"Pike County, Ohio",49,65,0.571428571,0.571428571
"Hoke County, North Carolina",49,65,0.571428571,0.571428571
"Crosby County, Texas",49,65,0.571428571,0.571428571
"Wise County, Texas",49,65,0.571428571,0.571428571
"Kent County, Maryland",50,64,0.5625,0.5625
"Live Oak County, Texas",50,64,0.5625,0.5625
"Miller County, Georgia",50,64,0.5625,0.5625
"Taylor County, West Virginia",50,64,0.5625,0.5625
"Mecklenburg County, Virginia",50,64,0.5625,0.5625
"Nassau County, Florida",50,64,0.5625,0.5625
"Bibb County, Georgia",50,64,0.5625,0.5625
"Northampton County, Virginia",50,64,0.5625,0.5625
"Somerset County, Maryland",50,64,0.5625,0.5625
"West Feliciana Parish, Louisiana",50,64,0.5625,0.5625
"Halifax County, Virginia",50,64,0.5625,0.5625
"Clay County, Arkansas",50,64,0.5625,0.5625
"Monroe County, Tennessee",50,64,0.5625,0.5625
"Monroe County, Kentucky",50,64,0.5625,0.5625
"Cherokee County, Alabama",50,64,0.5625,0.5625
"Sagadahoc County, Maine",50,64,0.5625,0.5625
"Escambia County, Alabama",50,64,0.5625,0.5625
"King William County, Virginia",50,64,0.5625,0.5625
"Calhoun County, Florida",50,64,0.5625,0.5625
"Franklin County, Texas",50,64,0.5625,0.5625
"Crisp County, Georgia",50,64,0.5625,0.5625
"Yalobusha County, Mississippi",50,64,0.5625,0.5625
"Clarke County, Mississippi",50,64,0.5625,0.5625
"Johnson County, Texas",50,64,0.5625,0.5625
"Dewey County, Oklahoma",51,63,0.553571429,0.553571429
"Johnston County, North Carolina",51,63,0.553571429,0.553571429
"Hood County, Texas",51,63,0.553571429,0.553571429
"White County, Arkansas",51,63,0.553571429,0.553571429
"Hamilton County, Ohio",51,63,0.553571429,0.553571429
"Doddridge County, West Virginia",51,63,0.553571429,0.553571429
"Russell County, Alabama",51,63,0.553571429,0.553571429
"Buncombe County, North Carolina",51,63,0.553571429,0.553571429
"Dunklin County, Missouri",51,63,0.553571429,0.553571429
"St. Charles Parish, Louisiana",51,63,0.553571429,0.553571429
"Allen Parish, Louisiana",51,63,0.553571429,0.553571429
"Carter County, Kentucky",51,63,0.553571429,0.553571429
"Clay County, Texas",51,63,0.553571429,0.553571429
"Galveston County, Texas",51,63,0.553571429,0.553571429
"Emanuel County, Georgia",51,63,0.553571429,0.553571429
"Camden County, New Jersey",51,63,0.553571429,0.553571429
"Lauderdale County, Tennessee",51,63,0.553571429,0.553571429
"DeKalb County, Tennessee",51,63,0.553571429,0.553571429
"Ochiltree County, Texas",51,63,0.553571429,0.553571429
"Union County, Mississippi",51,63,0.553571429,0.553571429
"Jackson County, West Virginia",51,63,0.553571429,0.553571429
"Kenton County, Kentucky",51,63,0.553571429,0.553571429
"Porter County, Indiana",51,63,0.553571429,0.553571429
"Madison County, New York",51,63,0.553571429,0.553571429
"Sevier County, Arkansas",51,63,0.553571429,0.553571429
"Mitchell County, North Carolina",52,62,0.544642857,0.544642857
"Orleans County, Vermont",52,62,0.544642857,0.544642857
"Somerset County, Maine",52,62,0.544642857,0.544642857
"Walthall County, Mississippi",52,62,0.544642857,0.544642857
"Goliad County, Texas",52,62,0.544642857,0.544642857
"Livingston Parish, Louisiana",52,62,0.544642857,0.544642857
"Johnson County, Tennessee",52,62,0.544642857,0.544642857
"Rockbridge County, Virginia",52,62,0.544642857,0.544642857
"Campbell County, Kentucky",52,62,0.544642857,0.544642857
"Coffee County, Georgia",52,62,0.544642857,0.544642857
"Chatham County, North Carolina",52,62,0.544642857,0.544642857
"Grant County, West Virginia",52,62,0.544642857,0.544642857
"Iredell County, North Carolina",52,62,0.544642857,0.544642857
"Calhoun County, Arkansas",52,62,0.544642857,0.544642857
"Nacogdoches County, Texas",52,62,0.544642857,0.544642857
"Gloucester County, Virginia",52,62,0.544642857,0.544642857
"Tuscaloosa County, Alabama",52,62,0.544642857,0.544642857
"Jersey County, Illinois",52,62,0.544642857,0.544642857
"Forest County, Pennsylvania",52,62,0.544642857,0.544642857
"Geneva County, Alabama",52,62,0.544642857,0.544642857
"Ware County, Georgia",53,61,0.535714286,0.535714286
"Madison County, Alabama",53,61,0.535714286,0.535714286
"Holmes County, Florida",53,61,0.535714286,0.535714286
"Bastrop County, Texas",53,61,0.535714286,0.535714286
"Bee County, Texas",53,61,0.535714286,0.535714286
"Adams County, Indiana",53,61,0.535714286,0.535714286
"Lauderdale County, Mississippi",53,61,0.535714286,0.535714286
"Monroe County, Missouri",53,61,0.535714286,0.535714286
"Hardin County, Tennessee",53,61,0.535714286,0.535714286
"Lawrence County, Arkansas",53,61,0.535714286,0.535714286
"Lancaster County, Pennsylvania",53,61,0.535714286,0.535714286
"Marion County, Indiana",53,61,0.535714286,0.535714286
"Guilford County, North Carolina",53,61,0.535714286,0.535714286
"St. Louis County, Missouri",53,61,0.535714286,0.535714286
"Wythe County, Virginia",53,61,0.535714286,0.535714286
"Evans County, Georgia",53,61,0.535714286,0.535714286
"Marengo County, Alabama",53,61,0.535714286,0.535714286
"Hernando County, Florida",53,61,0.535714286,0.535714286
"Wakulla County, Florida",53,61,0.535714286,0.535714286
"Benton County, Mississippi",53,61,0.535714286,0.535714286
"Floyd County, Virginia",53,61,0.535714286,0.535714286
"Carteret County, North Carolina",53,61,0.535714286,0.535714286
"Berrien County, Georgia",53,61,0.535714286,0.535714286
"Madison County, Kentucky",53,61,0.535714286,0.535714286
"Andrew County, Missouri",53,61,0.535714286,0.535714286
"Caswell County, North Carolina",53,61,0.535714286,0.535714286
"Decatur County, Indiana",53,61,0.535714286,0.535714286
"Marshall County, Mississippi",54,60,0.526785714,0.526785714
"Pulaski County, Kentucky",54,60,0.526785714,0.526785714
"Shelby County, Tennessee",54,60,0.526785714,0.526785714
"McClain County, Oklahoma",54,60,0.526785714,0.526785714
"Shelby County, Kentucky",54,60,0.526785714,0.526785714
"Vernon Parish, Louisiana",54,60,0.526785714,0.526785714
"Cleveland County, Arkansas",54,60,0.526785714,0.526785714
"Fairfield County, South Carolina",54,60,0.526785714,0.526785714
"Bland County, Virginia",54,60,0.526785714,0.526785714
"Lewis County, Tennessee",54,60,0.526785714,0.526785714
"New Madrid County, Missouri",54,60,0.526785714,0.526785714
"Northampton County, Pennsylvania",54,60,0.526785714,0.526785714
"Elk County, Pennsylvania",54,60,0.526785714,0.526785714
"Duval County, Florida",54,60,0.526785714,0.526785714
"Camden County, Georgia",54,60,0.526785714,0.526785714
"Cook County, Georgia",54,60,0.526785714,0.526785714
"Essex County, New York",54,60,0.526785714,0.526785714
"Christian County, Missouri",54,60,0.526785714,0.526785714
"Gallatin County, Illinois",54,60,0.526785714,0.526785714
"Cole County, Missouri",54,60,0.526785714,0.526785714
"Lake County, Ohio",54,60,0.526785714,0.526785714
"Moore County, North Carolina",54,60,0.526785714,0.526785714
"Sumter County, Georgia",54,60,0.526785714,0.526785714
"Jefferson County, West Virginia",54,60,0.526785714,0.526785714
"Yell County, Arkansas",54,60,0.526785714,0.526785714
"Harrison County, Ohio",54,60,0.526785714,0.526785714
"Washington Parish, Louisiana",55,59,0.517857143,0.517857143
"Pike County, Arkansas",55,59,0.517857143,0.517857143
"Fairfield County, Ohio",55,59,0.517857143,0.517857143
"St. Mary Parish, Louisiana",55,59,0.517857143,0.517857143
"Onondaga County, New York",55,59,0.517857143,0.517857143
"Nottoway County, Virginia",55,59,0.517857143,0.517857143
"Chatham County, Georgia",55,59,0.517857143,0.517857143
"Greene County, Georgia",55,59,0.517857143,0.517857143
"Irwin County, Georgia",55,59,0.517857143,0.517857143
"Wayne County, Mississippi",55,59,0.517857143,0.517857143
"Smith County, Mississippi",55,59,0.517857143,0.517857143
"Bladen County, North Carolina",55,59,0.517857143,0.517857143
"Oklahoma County, Oklahoma",55,59,0.517857143,0.517857143
"Winn Parish, Louisiana",55,59,0.517857143,0.517857143
"York County, Pennsylvania",55,59,0.517857143,0.517857143
"Pointe Coupee Parish, Louisiana",55,59,0.517857143,0.517857143
"Greene County, Ohio",55,59,0.517857143,0.517857143
"Tyler County, Texas",55,59,0.517857143,0.517857143
"Tippah County, Mississippi",55,59,0.517857143,0.517857143
"Crawford County, Georgia",55,59,0.517857143,0.517857143
"Posey County, Indiana",55,59,0.517857143,0.517857143
"Morgan County, Kentucky",55,59,0.517857143,0.517857143
"Kerr County, Texas",55,59,0.517857143,0.517857143
"Perquimans County, North Carolina",56,58,0.508928571,0.508928571
"Oxford County, Maine",56,58,0.508928571,0.508928571
"Greene County, North Carolina",56,58,0.508928571,0.508928571
"Beaver County, Oklahoma",56,58,0.508928571,0.508928571
"Montour County, Pennsylvania",56,58,0.508928571,0.508928571
"Barnwell County, South Carolina",56,58,0.508928571,0.508928571
"Newton County, Georgia",56,58,0.508928571,0.508928571
"Murray County, Oklahoma",56,58,0.508928571,0.508928571
"Pike County, Pennsylvania",56,58,0.508928571,0.508928571
"Tazewell County, Illinois",56,58,0.508928571,0.508928571
"Morgan County, Missouri",56,58,0.508928571,0.508928571
"Cleveland County, Oklahoma",56,58,0.508928571,0.508928571
"Chambers County, Alabama",56,58,0.508928571,0.508928571
"Plaquemines Parish, Louisiana",56,58,0.508928571,0.508928571
"Bedford County, Virginia",56,58,0.508928571,0.508928571
"Marion County, Mississippi",56,58,0.508928571,0.508928571
"Chariton County, Missouri",56,58,0.508928571,0.508928571
"Lexington County, South Carolina",56,58,0.508928571,0.508928571
"Carter County, Tennessee",56,58,0.508928571,0.508928571
"Newton County, Mississippi",56,58,0.508928571,0.508928571
"East Feliciana Parish, Louisiana",56,58,0.508928571,0.508928571
"Randolph County, Arkansas",56,58,0.508928571,0.508928571
"Sumner County, Tennessee",56,58,0.508928571,0.508928571
"Trousdale County, Tennessee",56,58,0.508928571,0.508928571
"Banks County, Georgia",56,58,0.508928571,0.508928571
"Dearborn County, Indiana",57,57,0.5,0.5
"Polk County, Tennessee",57,57,0.5,0.5
"Upshur County, West Virginia",57,57,0.5,0.5
"Saline County, Illinois",57,57,0.5,0.5
"Shannon County, Missouri",57,57,0.5,0.5
"Greene County, Missouri",57,57,0.5,0.5
"Union County, South Carolina",57,57,0.5,0.5
"Lewis County, West Virginia",57,57,0.5,0.5
"Henderson County, North Carolina",57,57,0.5,0.5
"Ashe County, North Carolina",57,57,0.5,0.5
"Acadia Parish, Louisiana",57,57,0.5,0.5
"Hampton city, Virginia",57,57,0.5,0.5
"Wyandot County, Ohio",57,57,0.5,0.5
"Lincoln County, Missouri",57,57,0.5,0.5
"Bosque County, Texas",57,57,0.5,0.5
"Trigg County, Kentucky",57,57,0.5,0.5
"Franklin County, Illinois",57,57,0.5,0.5
"Somerset County, Pennsylvania",57,57,0.5,0.5
"Childress County, Texas",57,57,0.5,0.5
"Hale County, Texas",57,57,0.5,0.5
"Lamar County, Mississippi",57,57,0.5,0.5
"Richmond County, North Carolina",57,57,0.5,0.5
"Wilkinson County, Georgia",57,57,0.5,0.5
"Candler County, Georgia",57,57,0.5,0.5
"Paulding County, Ohio",57,57,0.5,0.5
"Sussex County, Delaware",57,57,0.5,0.5
"Buena Vista city, Virginia",57,57,0.5,0.5
"Pontotoc County, Oklahoma",57,57,0.5,0.5
"Morgan County, Georgia",57,57,0.5,0.5
"Greenup County, Kentucky",57,57,0.5,0.5
"Gasconade County, Missouri",57,57,0.5,0.5
"Titus County, Texas",57,57,0.5,0.5
"Butler County, Missouri",58,56,0.491071429,0.491071429
"Pulaski County, Georgia",58,56,0.491071429,0.491071429
"Accomack County, Virginia",58,56,0.491071429,0.491071429
"Hampton County, South Carolina",58,56,0.491071429,0.491071429
"Panola County, Mississippi",58,56,0.491071429,0.491071429
"West Baton Rouge Parish, Louisiana",58,56,0.491071429,0.491071429
"Franklin County, Tennessee",58,56,0.491071429,0.491071429
"Maury County, Tennessee",58,56,0.491071429,0.491071429
"Surry County, North Carolina",58,56,0.491071429,0.491071429
"Potter County, Texas",58,56,0.491071429,0.491071429
"Hempstead County, Arkansas",58,56,0.491071429,0.491071429
"Brevard County, Florida",58,56,0.491071429,0.491071429
"Roanoke city, Virginia",58,56,0.491071429,0.491071429
"Atchison County, Missouri",58,56,0.491071429,0.491071429
"Fulton County, Pennsylvania",58,56,0.491071429,0.491071429
"Marion County, Alabama",58,56,0.491071429,0.491071429
"Jasper County, Indiana",58,56,0.491071429,0.491071429
"Fayette County, Ohio",58,56,0.491071429,0.491071429
"Marion County, Tennessee",58,56,0.491071429,0.491071429
"Hancock County, Illinois",58,56,0.491071429,0.491071429
"Clay County, Alabama",58,56,0.491071429,0.491071429
"Clark County, Arkansas",58,56,0.491071429,0.491071429
"Carroll County, Georgia",58,56,0.491071429,0.491071429
"Caldwell County, North Carolina",58,56,0.491071429,0.491071429
"Grant Parish, Louisiana",58,56,0.491071429,0.491071429
"Surry County, Virginia",58,56,0.491071429,0.491071429
"Wood County, Texas",59,55,0.482142857,0.482142857
"Taylor County, Texas",59,55,0.482142857,0.482142857
"Washington County, Pennsylvania",59,55,0.482142857,0.482142857
"Carroll County, Illinois",59,55,0.482142857,0.482142857
"Cuyahoga County, Ohio",59,55,0.482142857,0.482142857
"Wilkes County, Georgia",59,55,0.482142857,0.482142857
"Limestone County, Texas",59,55,0.482142857,0.482142857
"Scurry County, Texas",59,55,0.482142857,0.482142857
"Broome County, New York",59,55,0.482142857,0.482142857
"Moultrie County, Illinois",59,55,0.482142857,0.482142857
"Powell County, Kentucky",59,55,0.482142857,0.482142857
"Sussex County, Virginia",59,55,0.482142857,0.482142857
"Henry County, Illinois",59,55,0.482142857,0.482142857
"Wayne County, Illinois",59,55,0.482142857,0.482142857
"Pottawatomie County, Oklahoma",59,55,0.482142857,0.482142857
"Ocean County, New Jersey",59,55,0.482142857,0.482142857
"Adams County, Ohio",59,55,0.482142857,0.482142857
"Choctaw County, Mississippi",59,55,0.482142857,0.482142857
"Jefferson County, Arkansas",59,55,0.482142857,0.482142857
"Alleghany County, Virginia",59,55,0.482142857,0.482142857
"Garvin County, Oklahoma",60,54,0.473214286,0.473214286
"Auglaize County, Ohio",60,54,0.473214286,0.473214286
"Livingston County, Kentucky",60,54,0.473214286,0.473214286
"Laurens County, Georgia",60,54,0.473214286,0.473214286
"Carroll County, Ohio",60,54,0.473214286,0.473214286
"Etowah County, Alabama",60,54,0.473214286,0.473214286
"Ward County, Texas",60,54,0.473214286,0.473214286
"Kanawha County, West Virginia",60,54,0.473214286,0.473214286
"Cleburne County, Alabama",60,54,0.473214286,0.473214286
"Nicholas County, Kentucky",60,54,0.473214286,0.473214286
"Edgar County, Illinois",60,54,0.473214286,0.473214286
"Winchester city, Virginia",60,54,0.473214286,0.473214286
"Crawford County, Indiana",60,54,0.473214286,0.473214286
"Anson County, North Carolina",60,54,0.473214286,0.473214286
"Burnet County, Texas",60,54,0.473214286,0.473214286
"Calhoun County, Texas",60,54,0.473214286,0.473214286
"Morgan County, Tennessee",60,54,0.473214286,0.473214286
"Pope County, Illinois",60,54,0.473214286,0.473214286
"Lincoln County, Georgia",60,54,0.473214286,0.473214286
"Erath County, Texas",60,54,0.473214286,0.473214286
"Beaver County, Pennsylvania",60,54,0.473214286,0.473214286
"Sampson County, North Carolina",60,54,0.473214286,0.473214286
"Macon County, Tennessee",60,54,0.473214286,0.473214286
"Simpson County, Mississippi",60,54,0.473214286,0.473214286
"Bollinger County, Missouri",60,54,0.473214286,0.473214286
"Madison County, Virginia",60,54,0.473214286,0.473214286
"Haskell County, Texas",61,53,0.464285714,0.464285714
"Fisher County, Texas",61,53,0.464285714,0.464285714
"Tallapoosa County, Alabama",61,53,0.464285714,0.464285714
"Baylor County, Texas",61,53,0.464285714,0.464285714
"Nueces County, Texas",61,53,0.464285714,0.464285714
"Adams County, Pennsylvania",61,53,0.464285714,0.464285714
"San Patricio County, Texas",61,53,0.464285714,0.464285714
"Bryan County, Oklahoma",61,53,0.464285714,0.464285714
"Livingston County, New York",61,53,0.464285714,0.464285714
"Elbert County, Georgia",61,53,0.464285714,0.464285714
"Warren County, Pennsylvania",61,53,0.464285714,0.464285714
"Wagoner County, Oklahoma",61,53,0.464285714,0.464285714
"Lehigh County, Pennsylvania",61,53,0.464285714,0.464285714
"Ellis County, Oklahoma",61,53,0.464285714,0.464285714
"Copiah County, Mississippi",61,53,0.464285714,0.464285714
"Leon County, Texas",61,53,0.464285714,0.464285714
"Carter County, Oklahoma",61,53,0.464285714,0.464285714
"Jack County, Texas",61,53,0.464285714,0.464285714
"Iroquois County, Illinois",61,53,0.464285714,0.464285714
"Mercer County, Illinois",61,53,0.464285714,0.464285714
"Isle of Wight County, Virginia",61,53,0.464285714,0.464285714
"Craighead County, Arkansas",61,53,0.464285714,0.464285714
"Swain County, North Carolina",61,53,0.464285714,0.464285714
"Walker County, Texas",61,53,0.464285714,0.464285714
"LaSalle Parish, Louisiana",61,53,0.464285714,0.464285714
"Hocking County, Ohio",61,53,0.464285714,0.464285714
"Delaware County, Indiana",62,52,0.455357143,0.455357143
"Colonial Heights city, Virginia",62,52,0.455357143,0.455357143
"Decatur County, Georgia",62,52,0.455357143,0.455357143
"McCulloch County, Texas",62,52,0.455357143,0.455357143
"Franklin County, Alabama",62,52,0.455357143,0.455357143
"Nelson County, Virginia",62,52,0.455357143,0.455357143
"Wright County, Missouri",62,52,0.455357143,0.455357143
"Marshall County, Illinois",62,52,0.455357143,0.455357143
"Jackson County, Missouri",62,52,0.455357143,0.455357143
"Richmond County, Georgia",62,52,0.455357143,0.455357143
"Jones County, Mississippi",62,52,0.455357143,0.455357143
"Mason County, Illinois",62,52,0.455357143,0.455357143
"Rankin County, Mississippi",62,52,0.455357143,0.455357143
"Forsyth County, North Carolina",62,52,0.455357143,0.455357143
"Stewart County, Tennessee",62,52,0.455357143,0.455357143
"Clinton County, Pennsylvania",62,52,0.455357143,0.455357143
"Bartow County, Georgia",62,52,0.455357143,0.455357143
"Guernsey County, Ohio",62,52,0.455357143,0.455357143
"Cumberland County, Illinois",62,52,0.455357143,0.455357143
"Cecil County, Maryland",62,52,0.455357143,0.455357143
"Franklin County, Georgia",62,52,0.455357143,0.455357143
